ubbContent,capacity,time,floor,type,pasterid,secret,signature,htmlContent,effect,content,nick,bmp,pubtime,modifytime,uin,nickname,id
人啊，果然还是要多读书，多长智慧，有智慧，在哪里都有用，比如电影里的肖申克，懂金融知识，才能跟牢头搞好关系帮他赚钱，最后逃出来。谢剑这次的传销经历也是因为他有智慧，才能从传销组织逃出来，万一他真的堕落成为了传销组织，以他的能力，也绝对能做到传销组织里的高手。智慧啊，智慧真的很重要。,5691,,617,0,,0,,人啊，果然还是要多读书，多长智慧，有智慧，在哪里都有用，比如电影里的肖申克，懂金融知识，才能跟牢头搞好关系帮他赚钱，最后逃出来。谢剑这次的传销经历也是因为他有智慧，才能从传销组织逃出来，万一他真的堕落成为了传销组织，以他的能力，也绝对能做到传销组织里的高手。智慧啊，智慧真的很重要。,0,,,98d595840840a201,2015/7/29 11:30,0,376976240,骑行小蜗游,1000050392
"开得什么店？
[quote]引自：李游  于 2015-07-10 19:22:26 发表的留言
引用内容：

今时不同往日，大学宿舍长啊秋竟然也自己开店了！[\/quote]",5837,,616,0,,0,,开得什么店？\u003Cbr  \/>\u003Cdiv class=\u0022comment_quote bor\u0022>引自：李游&nbsp;&nbsp;于&nbsp;2015-07-10&nbsp;19:22:26&nbsp;发表的留言\u003Cbr  \/>引用内容：\u003Cbr  \/>\u003Cbr  \/>今时不同往日，大学宿舍长啊秋竟然也自己开店了！\u003C\/div>,0,,,b8d095800100e209,2015/7/21 15:36,0,570381449,舒清,1000050391
"这段时间，工作上的事情相对较少，自己对自己要求也不够严格，每天要学的东西很多，却没有理清楚一个计划出来，也就更加没有学习了。感觉有点无聊，于是这段时间又疯狂的打起了游戏，以前只有周末的时候打，现在工作日偶尔也会去玩一玩。。这段时间，也跟很多以前的朋友交流了很多东西。同他们的交流我发现，我总以为自己现在能拿到6K+的工资，很有优越感，而慢慢的才意识到，我对于我原先了一大截的人，比如我们大学宿舍长，他现在已经弥补了以前同我的差距，开始赶超我了。而我原先就落后于其他人的，现在差距越来越远了。。
这段时间的过分安逸，加上工作上开始有点老油条，虽然心中还有一个宏大目标的幻想，以为放在心里就不会丢失，可是，结果呵呵。。安逸的生活让我都忘记了留言板这块与自己对话的地方。没有留言，没有奋斗，就快没有了自己。。我在其他人面前表现得还是那么得自然，洒脱，看上去还充满着正能量，而只有我自己，才知道这段时间自己到底做了些啥？
Dota这个游戏，从我接触到现在，打了不低于3K把了吧。按每局50分钟算，都有差不多2500个小时了，若是2500个小时中有一半时间是在学习我现在要学的一门技术，我想我现在也应该不是这个工资水平吧。 而我，就是没有抵制的诱惑，在这条岔路上，越走越远。。",4927,,615,0,,0,,这段时间，工作上的事情相对较少，自己对自己要求也不够严格，每天要学的东西很多，却没有理清楚一个计划出来，也就更加没有学习了。感觉有点无聊，于是这段时间又疯狂的打起了游戏，以前只有周末的时候打，现在工作日偶尔也会去玩一玩。。这段时间，也跟很多以前的朋友交流了很多东西。同他们的交流我发现，我总以为自己现在能拿到6K+的工资，很有优越感，而慢慢的才意识到，我对于我原先了一大截的人，比如我们大学宿舍长，他现在已经弥补了以前同我的差距，开始赶超我了。而我原先就落后于其他人的，现在差距越来越远了。。\u003Cbr  \/>这段时间的过分安逸，加上工作上开始有点老油条，虽然心中还有一个宏大目标的幻想，以为放在心里就不会丢失，可是，结果呵呵。。安逸的生活让我都忘记了留言板这块与自己对话的地方。没有留言，没有奋斗，就快没有了自己。。我在其他人面前表现得还是那么得自然，洒脱，看上去还充满着正能量，而只有我自己，才知道这段时间自己到底做了些啥？\u003Cbr  \/>Dota这个游戏，从我接触到现在，打了不低于3K把了吧。按每局50分钟算，都有差不多2500个小时了，若是2500个小时中有一半时间是在学习我现在要学的一门技术，我想我现在也应该不是这个工资水平吧。&nbsp;而我，就是没有抵制的诱惑，在这条岔路上，越走越远。。,0,,,98d595840840a201,2015/7/20 11:31,0,376976240,骑行小蜗游,1000050390
现在的我，自去年10月份以来，是不是最灰暗的时候了？没计划，没动力，天天晚睡不早起，回说不会做。。前天，产品中心的其他领导跟我说，2015年应届毕业生入职了，公司培训即将结束，每个产品中心派一个代表给应届毕业生发现，结果其他同事一致推荐我，要我准备一下。。。实话说，这一年来，我确实有很多东西想跟应届毕业生们交流，可是我这段时间的表现，真的让人很失望，我有点不知道拿什么东西来准备这篇演讲稿了。。。本来很荣幸的意见事情，我却开始对他充满着恐惧。。,5533,,614,0,,0,,现在的我，自去年10月份以来，是不是最灰暗的时候了？没计划，没动力，天天晚睡不早起，回说不会做。。前天，产品中心的其他领导跟我说，2015年应届毕业生入职了，公司培训即将结束，每个产品中心派一个代表给应届毕业生发现，结果其他同事一致推荐我，要我准备一下。。。实话说，这一年来，我确实有很多东西想跟应届毕业生们交流，可是我这段时间的表现，真的让人很失望，我有点不知道拿什么东西来准备这篇演讲稿了。。。本来很荣幸的意见事情，我却开始对他充满着恐惧。。,0,,,98d595840840a201,2015/7/16 13:55,0,376976240,骑行小蜗游,1000050389
今时不同往日，大学宿舍长啊秋竟然也自己开店了！,5927,,613,0,,0,,今时不同往日，大学宿舍长啊秋竟然也自己开店了！,4194304,,,98d595840840a201,2015/7/10 19:22,0,376976240,骑行小蜗游,1000050388
毕业一年了，我还记得当年自己的梦想么？马上就24了，到三十岁就只剩下6年了。。30岁[em]e126[\/em][em]e126[\/em]，感觉好恐怖[em]e328561[\/em][em]e328561[\/em]！呵呵！,5816,,612,0,,0,,毕业一年了，我还记得当年自己的梦想么？马上就24了，到三十岁就只剩下6年了。。30岁\u003Cimg src=\u0022\/qzone\/em\/e126.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e126.gif\u0022  \/>\u003Cwbr  \/>，感觉好恐怖\u003Cimg src=\u0022\/qzone\/em\/e328561.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e328561.gif\u0022  \/>\u003Cwbr  \/>！呵呵！,4194304,,,98d595840840a201,2015/6/15 0:08,0,376976240,骑行小蜗游,1000050387
我是一个挺能说的人，但是能说不一定代表会说。可是说的多有什么用呢？做不到一切都是空谈啊。,5885,,611,0,,0,,我是一个挺能说的人，但是能说不一定代表会说。可是说的多有什么用呢？做不到一切都是空谈啊。,0,,,98d595840840a201,2015/6/9 1:50,0,376976240,骑行小蜗游,1000050386
总决赛第二场终于打完了，我终于可以开始安心工作了。。虽然看的是文字直播，但是心中却依然不能平静。,5721,1433786582,610,0,,0,,总决赛第二场终于打完了，我终于可以开始安心工作了。。虽然看的是文字直播，但是心中却依然不能平静。,32,回宿舍后看了整场比赛，心情却不去当时看文字直播那么惊心动魄了，许是已经知道了结局，所以少了几丝紧张感，而james依旧强大，祝骑士能走得更远！,骑行小蜗游,98d595840840a201,2015/6/8 11:23,0,376976240,骑行小蜗游,1000050385
好久不来了~冒个泡，证明我还是很关注学长滴~,5536,1433859612,609,0,,0,,好久不来了~冒个泡，证明我还是很关注学长滴~,4194336,这个点是常有的事。。不过我已经很幸运了，因为这个点能下班，我还有好多同事这个点还下不了班的。。,骑行小蜗游,38d495a00142e029,2015/6/6 13:05,0,1092214057,刘园园,1000050384
千万不要有自我优越感！我还渣得很！,5939,,608,0,,0,,千万不要有自我优越感！我还渣得很！,4194304,,,98d595840840a201,2015/6/6 12:33,0,376976240,骑行小蜗游,1000050383
好困  早点回去休息去。。,5949,,607,0,,0,,好困&nbsp;&nbsp;早点回去休息去。。,0,,,98d595840840a201,2015/6/2 19:41,0,376976240,骑行小蜗游,1000050382
好烦躁啊好烦躁，本来计划上周要结束项目滴，结果拖到今天，到了今天还是冒完成。搞嘎一晚上还是冒进度，哦事跟领导交代咯。中信招商还有一堆事情冒做完，作死滴往后推啊推，再推一个月又过克哒。。。啊啊啊啊啊啊啊啊啊，烦躁！业务不懂技术不行哦是搞！,5737,,606,0,,0,,好烦躁啊好烦躁，本来计划上周要结束项目滴，结果拖到今天，到了今天还是冒完成。搞嘎一晚上还是冒进度，哦事跟领导交代咯。中信招商还有一堆事情冒做完，作死滴往后推啊推，再推一个月又过克哒。。。啊啊啊啊啊啊啊啊啊，烦躁！业务不懂技术不行哦是搞！,4194304,,,98d595840840a201,2015/5/26 22:57,0,376976240,骑行小蜗游,1000050381
那是团队的力量！可能每个人单独骑车，速度都达不到那么快！,5624,1432473841,605,0,,0,,那是团队的力量！可能每个人单独骑车，速度都达不到那么快！,4194336,确实是这样，不和高手一起骑车，就不会激发你的潜力。但是，在做某些事情时还是要考虑清楚，因为你这么跟，而你实际的体力是跟不上的，这有点像是在消耗未来的资源，所以，当两百公里下来以后，骑行的匀速和之前是差不多的。有时候还是得结合自己的实力，制定最适合自己的策略，达到最快的速度。,骑行小蜗游,188095a10002e101,2015/5/24 8:53,0,371312563,明明,1000050380
"上周末环深200公里骑行，才知道骑行的大神真的很多，我本以为自己能跟上他们的速度，结果一直处于队伍的最末端，过了两个签到点后，就完全追不上队伍了。。骑行之中，倒也思考了一些有的没的，不管是否有道理有用，姑且先记录下来吧。
记得一开始骑的时候，我就处于我们队伍的末端后三位，一直想追超领先集团，却怎么也追不上，即使追上了，马上又会被拉开， 尝试了几次后，你就不想再追了，因为心中默认追不上的想法开始萌生了。慢慢的，就真的认为自己是这个落后集团里的了。可是我确发现，虽然我一直是这个队伍中最后面的，但是这次的骑行速度却远超之前任何一次骑行的速度了。这是不是说明，当你在一个很屌的团队里的时候，即使你是这个团队的最末，也比很多一般团队的最佳要强。  
  接着，过了三个签到点后，领先集团已经完全消失在我的视野里了，慢慢的，因为前两段路骑得太猛，体力急剧下降，我的速度再也快不起来了，而且，每骑一步都极度痛苦，这是因为我没有分配好体力，前期跟着那帮专业的骑，拼了命一般的跟了几十公里，自己的节奏却完全乱掉了，以至于停下来休息了很久，还是把平均速度拉了下来，所以，一定要找到适合自己的节奏，不能被别人的节奏带乱了，不然，即使前期看着很快，后期也会冲劲不足的。


",4626,1432306058,604,0,,0,,上周末环深200公里骑行，才知道骑行的大神真的很多，我本以为自己能跟上他们的速度，结果一直处于队伍的最末端，过了两个签到点后，就完全追不上队伍了。。骑行之中，倒也思考了一些有的没的，不管是否有道理有用，姑且先记录下来吧。\u003Cbr  \/>记得一开始骑的时候，我就处于我们队伍的末端后三位，一直想追超领先集团，却怎么也追不上，即使追上了，马上又会被拉开，&nbsp;尝试了几次后，你就不想再追了，因为心中默认追不上的想法开始萌生了。慢慢的，就真的认为自己是这个落后集团里的了。可是我确发现，虽然我一直是这个队伍中最后面的，但是这次的骑行速度却远超之前任何一次骑行的速度了。这是不是说明，当你在一个很屌的团队里的时候，即使你是这个团队的最末，也比很多一般团队的最佳要强。&nbsp;&nbsp;\u003Cbr  \/>&nbsp;&nbsp;接着，过了三个签到点后，领先集团已经完全消失在我的视野里了，慢慢的，因为前两段路骑得太猛，体力急剧下降，我的速度再也快不起来了，而且，每骑一步都极度痛苦，这是因为我没有分配好体力，前期跟着那帮专业的骑，拼了命一般的跟了几十公里，自己的节奏却完全乱掉了，以至于停下来休息了很久，还是把平均速度拉了下来，所以，一定要找到适合自己的节奏，不能被别人的节奏带乱了，不然，即使前期看着很快，后期也会冲劲不足的。\u003Cbr  \/>\u003Cbr  \/>\u003Cbr  \/>,32,    因为体力没有分配好，我的骑行变成了一种痛苦的煎熬，真有想放弃的想法了，可是既然选择了，就应该要坚持到底，怎能轻易放弃？人在极度疲惫的时候，脑袋中总会萌生很多想法，我为什么要搞这种事情，这种事情有啥意义嘛？为嘛要这么拼？但是你的双脚却没有任何要停下来的意思。。这或许就是坚持把。,骑行小蜗游,98d595840840a201,2015/5/22 22:33,2015/5/22 22:44,376976240,骑行小蜗游,1000050379
"人都有惰性的。
[quote]引自：李游  于 2015-05-12 00:19:06 发表的留言
引用内容：

我为什么现在可以变得这么懒了呢？脑袋了想了多少要做的事情，为什么就是懒得动呢？早上就没有早于8点起床过。这还工作不到一年啊，怎么就开始有点像老油条的味道了？是不是没人打你脸了就忘记了要奔跑啊。你都会对不起你涨滴工资列。[\/quote]",5571,1432303704,603,0,,0,,人都有惰性的。\u003Cbr  \/>\u003Cdiv class=\u0022comment_quote bor\u0022>引自：李游&nbsp;&nbsp;于&nbsp;2015-05-12&nbsp;00:19:06&nbsp;发表的留言\u003Cbr  \/>引用内容：\u003Cbr  \/>\u003Cbr  \/>我为什么现在可以变得这么懒了呢？脑袋了想了多少要做的事情，为什么就是懒得动呢？早上就没有早于8点起床过。这还工作不到一年啊，怎么就开始有点像老油条的味道了？是不是没人打你脸了就忘记了要奔跑啊。你都会对不起你涨滴工资列。\u003C\/div>,32,可能是我对目前的工作还不是那么满意吧。。亦或许是在某一行业干得有些疲倦了。,骑行小蜗游,b8d095800100e209,2015/5/16 10:53,0,570381449,舒清,1000050378
我为什么现在可以变得这么懒了呢？脑袋了想了多少要做的事情，为什么就是懒得动呢？早上就没有早于8点起床过。这还工作不到一年啊，怎么就开始有点像老油条的味道了？是不是没人打你脸了就忘记了要奔跑啊。你都会对不起你涨滴工资列。,5756,,602,0,,0,,我为什么现在可以变得这么懒了呢？脑袋了想了多少要做的事情，为什么就是懒得动呢？早上就没有早于8点起床过。这还工作不到一年啊，怎么就开始有点像老油条的味道了？是不是没人打你脸了就忘记了要奔跑啊。你都会对不起你涨滴工资列。,0,,,98d595840840a201,2015/5/12 0:19,0,376976240,骑行小蜗游,1000050377
突然间记起自己初中时的一个梦想，我要去上海。。,5927,,601,0,,0,,突然间记起自己初中时的一个梦想，我要去上海。。,0,,,98d595840840a201,2015/5/2 1:18,0,376976240,骑行小蜗游,1000050376
"五一有啥计划。
[quote]引自：李游  于 2015-04-26 18:08:56 发表的留言
引用内容：

今天翻看了一下留言板，2014年再留言板上写了太多的东西，做到的却没有几样。她的留言依然躺在这里，读起来的感觉仿佛又回到了刚认识的时候一般。。一周又过掉咯，呵哈~！[\/quote]",5462,1430281049,600,0,,0,,五一有啥计划。\u003Cbr  \/>\u003Cdiv class=\u0022comment_quote bor\u0022>引自：李游&nbsp;&nbsp;于&nbsp;2015-04-26&nbsp;18:08:56&nbsp;发表的留言\u003Cbr  \/>引用内容：\u003Cbr  \/>\u003Cbr  \/>今天翻看了一下留言板，2014年再留言板上写了太多的东西，做到的却没有几样。她的留言依然躺在这里，读起来的感觉仿佛又回到了刚认识的时候一般。。一周又过掉咯，呵哈~！\u003C\/div>,32,这个证很好办的。办了以后就过来玩哈~[em]e113[\/em],骑行小蜗游,b8d095800100e209,2015/4/28 23:27,0,570381449,舒清,1000050375
今天翻看了一下留言板，2014年再留言板上写了太多的东西，做到的却没有几样。她的留言依然躺在这里，读起来的感觉仿佛又回到了刚认识的时候一般。。一周又过掉咯，呵哈~！,5814,,599,0,,0,,今天翻看了一下留言板，2014年再留言板上写了太多的东西，做到的却没有几样。她的留言依然躺在这里，读起来的感觉仿佛又回到了刚认识的时候一般。。一周又过掉咯，呵哈~！,0,,,98d595840840a201,2015/4/26 18:08,0,376976240,骑行小蜗游,1000050374
我每次也只是把骑行后的结果呈现给各位了，而骑行中的艰苦与受到的伤痛，也就写在这里吧。,5889,,598,0,,0,,我每次也只是把骑行后的结果呈现给各位了，而骑行中的艰苦与受到的伤痛，也就写在这里吧。,0,,,98d595840840a201,2015/4/21 18:37,0,376976240,骑行小蜗游,1000050373
发现了学长留言板的宝藏了。[em]e133[\/em],5793,1429612547,597,0,,0,,发现了学长留言板的宝藏了。\u003Cimg src=\u0022\/qzone\/em\/e133.gif\u0022  \/>\u003Cwbr  \/>,32,哈哈 你只是看到了这段时间的宝藏，以前还有很多经典的宝藏~！不过我想说的是，垃圾与宝藏共存，拿走你认为是宝藏的东西就可以了。,骑行小蜗游,38d495a00142e029,2015/4/21 17:24,0,1092214057,刘园园,1000050372
克制浮躁，不要羡慕他人，你就是你，按照自己的想法一步步走，总会到达自己理想的目的地,5891,,596,0,,0,,克制浮躁，不要羡慕他人，你就是你，按照自己的想法一步步走，总会到达自己理想的目的地,4194304,,,b8d095800100e209,2015/4/14 0:24,0,570381449,舒清,1000050371
无意中，我进入了你的空间和另一个人的空间。都让我有了很复杂的心情。你的让我看了很心痛，觉得你压抑了太多。另一个人的让我觉得诧异，因为欺骗了我。我也不知道说什么啦，明天还得过论文题目了，就来你这里看看！,5369,1428502610,595,0,,0,,无意中，我进入了你的空间和另一个人的空间。都让我有了很复杂的心情。你的让我看了很心痛，觉得你压抑了太多。另一个人的让我觉得诧异，因为欺骗了我。我也不知道说什么啦，明天还得过论文题目了，就来你这里看看！,4194336,不管啥时候，学长在我心中都是很优秀滴一个人。所以，矫情说下，我永远是学长的粉丝和朋友。加油，好好干，你不孤单！,刘园园,38d495a00142e029,2015/4/8 0:56,0,1092214057,刘园园,1000050370
"2015清明节，父亲已经离去差不多五年。五年前的高考作文题“早”，我还清晰的记得，在高考结束后，我重新写了“早“这篇作文：
[ft=#7f7f7f,,]这是高考考完后，在八医院看到父亲而所做的的一篇文章，写的是父亲。 [\/ft][M][ft=#0c0c0c,3,][ft=#eeece1,,][ft=#ffffff,,][ft=#f2f2f2,,][ft=#d8d8d8,,][ft=#7f7f7f,,][B]早[\/B][\/ft][\/ft][\/ft][\/ft][\/ft][\/ft][\/M][ft=#7f7f7f,,]我怨恨没有在高考场上写这篇作文，我更怨恨没有早一点写这篇作文。我肚子里没有写出华丽文章的货，只有看到父亲那日渐消瘦的身骨与越来越弯曲的背脊时心中那一丝无以言表辛酸。[\/ft]
[ft=#0c0c0c,,][ft=#7f7f7f,,]早，是一个片段。
在我刚出生不久，也就是我人生的早晨，我的父亲并没有给我留下一个好印象，他只是会大骂，面对我的要求，总是凶神恶煞的拒绝，我早晨的太阳，并不美。
后来，渐渐长大，父亲对我的态度渐渐好了很多。我也开始渐渐的同他交流，去了解他，父亲老实，说话不会遮遮掩掩，我能体会到，他说的，是那么真切。
而在我高考前最后一次放假，父亲并不在家里，而是在医院。可我只是知道他在医院，却不知道是什么病，家里的人也没告诉我，怕我分心，而我，也装作一切都很好的样子，只是会时不时的想起父亲，又时不时的告诉自己要坚强。或许当那一次同父亲一起去剃完头后，称体重时就因该明白，父亲的身体已经不行了，我告诉他，要多锻炼，早晨起床后动一动，现在这个年纪需要锻炼身体，父亲应允了，可很少做。
而今天，当我再次看到父亲时，他那日渐憔悴的面容，那双脚瘦的几乎可以看见骨头的时候，我的心中又是何等悲凉，我有种要哭的冲动，但我捏紧拳头，告诉自己，要坚强，不哭。我离开了病房，到外面走了走，母亲出来了，同我说了些话，要我多陪陪父亲，我知道，这是一个做儿子应该做的，别人在高考考完之后，认为玩乐要摆在第一位，而我，早就知道，高考考完以后，还有更重要的事要做，那就是好好照顾着我的父亲。高考时，我与父亲的直线距离不到一千米，可我那时却并不明白，父亲就在医院向着我的方向，期待我成功。
十八岁的年纪，是一个对父爱有所感悟的季节，谁都是的，即使他没有父亲，他也会去冥想有父亲的感觉。我很庆幸我有个父亲，我不知现在侍奉我的父亲是否为时已晚，我甚至有些恨自己为什么没有早点对父亲心怀感恩。父亲啊，我的父亲，我只给您提一个小小的要求，您能快点恢复健康，别无他求，您又是否能快点满足我的愿望呢，不要再向小时候那样拒绝我了，好吗？ [\/ft][R][ft=#7f7f7f,,]-------2010年6月9日 [\/ft][\/R][\/ft]




",3880,,594,0,,0,,2015清明节，父亲已经离去差不多五年。五年前的高考作文题“早”，我还清晰的记得，在高考结束后，我重新写了“早“这篇作文：\u003Cbr  \/>\u003Cspan style=\u0022line-height:1.8em;color:#7f7f7f;\u0022>这是高考考完后，在八医院看到父亲而所做的的一篇文章，写的是父亲。&nbsp;\u003C\/span>\u003Cwbr  \/>\u003Cdiv style=\u0022text-align:center;\u0022>\u003Cspan style=\u0022line-height:1.8em;font-size:16px;color:#0c0c0c;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#eeece1;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#ffffff;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#f2f2f2;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#d8d8d8;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#7f7f7f;\u0022>\u003Cspan style=\u0022font-weight:bold;\u0022>早\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/span>\u003Cwbr  \/>\u003C\/div>\u003Cspan style=\u0022line-height:1.8em;color:#7f7f7f;\u0022>我怨恨没有在高考场上写这篇作文，我更怨恨没有早一点写这篇作文。我肚子里没有写出华丽文章的货，只有看到父亲那日渐消瘦的身骨与越来越弯曲的背脊时心中那一丝无以言表辛酸。\u003C\/span>\u003Cwbr  \/>\u003Cbr  \/>\u003Cspan style=\u0022line-height:1.8em;color:#0c0c0c;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#7f7f7f;\u0022>早，是一个片段。\u003Cbr  \/>在我刚出生不久，也就是我人生的早晨，我的父亲并没有给我留下一个好印象，他只是会大骂，面对我的要求，总是凶神恶煞的拒绝，我早晨的太阳，并不美。\u003Cbr  \/>后来，渐渐长大，父亲对我的态度渐渐好了很多。我也开始渐渐的同他交流，去了解他，父亲老实，说话不会遮遮掩掩，我能体会到，他说的，是那么真切。\u003Cbr  \/>而在我高考前最后一次放假，父亲并不在家里，而是在医院。可我只是知道他在医院，却不知道是什么病，家里的人也没告诉我，怕我分心，而我，也装作一切都很好的样子，只是会时不时的想起父亲，又时不时的告诉自己要坚强。或许当那一次同父亲一起去剃完头后，称体重时就因该明白，父亲的身体已经不行了，我告诉他，要多锻炼，早晨起床后动一动，现在这个年纪需要锻炼身体，父亲应允了，可很少做。\u003Cbr  \/>而今天，当我再次看到父亲时，他那日渐憔悴的面容，那双脚瘦的几乎可以看见骨头的时候，我的心中又是何等悲凉，我有种要哭的冲动，但我捏紧拳头，告诉自己，要坚强，不哭。我离开了病房，到外面走了走，母亲出来了，同我说了些话，要我多陪陪父亲，我知道，这是一个做儿子应该做的，别人在高考考完之后，认为玩乐要摆在第一位，而我，早就知道，高考考完以后，还有更重要的事要做，那就是好好照顾着我的父亲。高考时，我与父亲的直线距离不到一千米，可我那时却并不明白，父亲就在医院向着我的方向，期待我成功。\u003Cbr  \/>十八岁的年纪，是一个对父爱有所感悟的季节，谁都是的，即使他没有父亲，他也会去冥想有父亲的感觉。我很庆幸我有个父亲，我不知现在侍奉我的父亲是否为时已晚，我甚至有些恨自己为什么没有早点对父亲心怀感恩。父亲啊，我的父亲，我只给您提一个小小的要求，您能快点恢复健康，别无他求，您又是否能快点满足我的愿望呢，不要再向小时候那样拒绝我了，好吗？&nbsp;\u003C\/span>\u003Cwbr  \/>\u003Cdiv style=\u0022text-align:right;\u0022>\u003Cspan style=\u0022line-height:1.8em;color:#7f7f7f;\u0022>-------2010年6月9日&nbsp;\u003C\/span>\u003Cwbr  \/>\u003C\/div>\u003C\/span>\u003Cwbr  \/>\u003Cbr  \/>\u003Cbr  \/>\u003Cbr  \/>\u003Cbr  \/>\u003Cbr  \/>,0,,,98d595840840a201,2015/4/6 10:58,2015/4/6 11:17,376976240,骑行小蜗游,1000050369
翻看到2010年6月份那几封邮件，心中也颇怀感激！,5928,,593,0,,0,,翻看到2010年6月份那几封邮件，心中也颇怀感激！,4194304,,,98d595840840a201,2015/4/6 2:08,2015/4/6 11:04,376976240,骑行小蜗游,1000050367
"昨天，你@{uin:570381449,nick:清风穆云,who:1}的那篇求职日志出现在了去年今日里，让我猛然意识到我竟然在深圳呆了一年多了，今天仔细翻看了你的这篇日志，依旧让我感触良多！
感触多的原因有内部有外部。外部原因，和我一起进来的应届生已经有跳槽成功的可，而我现在的舍友有一个很可能马上就要跳到甲方去了，偏偏这个甲方还在长沙！！！另外一个舍友昨天在写简历了，看了他的简历才知道他这一年成长极大，调侃了一句 我要是走了，订单中心的接口还有谁能负责",4730,1428113802,592,0,,0,,"昨天，你@{uin:570381449,nick:清风穆云,who:1}的那篇求职日志出现在了去年今日里，让我猛然意识到我竟然在深圳呆了一年多了，今天仔细翻看了你的这篇日志，依旧让我感触良多！\u003Cbr  \/>感触多的原因有内部有外部。外部原因，和我一起进来的应届生已经有跳槽成功的可，而我现在的舍友有一个很可能马上就要跳到甲方去了，偏偏这个甲方还在长沙！！！另外一个舍友昨天在写简历了，看了他的简历才知道他这一年成长极大，调侃了一句&nbsp;我要是走了，订单中心的接口还有谁能负责",4194336,没得跳槽的资本，又不愿意在这干下去！每天看似思索着很多东西，却又是那般的无意义！工作一年了，也如同刚进大学一样，迷茫了！[em]e136[\/em][em]e136[\/em]用个表情调侃一下自己吧！,骑行小蜗游,98d595840840a201,2015/4/4 9:59,0,376976240,骑行小蜗游,1000050365
有些懒，你就是无法克服~！,5948,,591,0,,0,,有些懒，你就是无法克服~！,0,,,98d595840840a201,2015/4/3 12:27,0,376976240,骑行小蜗游,1000050364
"深广骑行和广深骑行算得上我今年要做的十件另自己骄傲的事情中的两件了。长途的奔袭让我在体力与意志力得到了锻炼，广深骑行即使摔伤也有放弃，还夜骑了三十多公里，第二天早上起来时腿抽经也没有放弃。因为你也没有办法放弃，而第二天的骑行，更像是一种挑战。。
在普通人看来，觉得广深骑行很吊，在专业骑行人士看来大概也就一般。对我来说两次骑行前我是没有对自己有个充分的体力锻炼的，我只是认为我可以骑完，我没有去想难度有多大，说走就走，如同当年骑长株潭一样。有些事情，考虑得太多，就不敢做了。但是骑行之前的基本准备你得做足，如路线计划（一般是跟导航走），修车装备，水，零食，都得准备充分。。
在路上所见到的朋友，所看到的风景，整个骑行的经历都是我的收获，so lucky~！",5326,,590,0,,0,,深广骑行和广深骑行算得上我今年要做的十件另自己骄傲的事情中的两件了。长途的奔袭让我在体力与意志力得到了锻炼，广深骑行即使摔伤也有放弃，还夜骑了三十多公里，第二天早上起来时腿抽经也没有放弃。因为你也没有办法放弃，而第二天的骑行，更像是一种挑战。。\u003Cbr  \/>在普通人看来，觉得广深骑行很吊，在专业骑行人士看来大概也就一般。对我来说两次骑行前我是没有对自己有个充分的体力锻炼的，我只是认为我可以骑完，我没有去想难度有多大，说走就走，如同当年骑长株潭一样。有些事情，考虑得太多，就不敢做了。但是骑行之前的基本准备你得做足，如路线计划（一般是跟导航走），修车装备，水，零食，都得准备充分。。\u003Cbr  \/>在路上所见到的朋友，所看到的风景，整个骑行的经历都是我的收获，so&nbsp;lucky~！,0,,,98d595840840a201,2015/3/28 11:47,2015/3/28 11:49,376976240,骑行小蜗游,1000050363
