留言板内容,capacity,time,楼层,type,pasterid,secret,signature,htmlContent,effect,回复内容,回复者,bmp,留言发布时间,modifytime,留言者QQ号,留言者姓名,留言ID
倦到不想说话，但是，心中对于生活的兴趣值得保留，并且请你一定保留好！,5902,,615,0,,0,,倦到不想说话，但是，心中对于生活的兴趣值得保留，并且请你一定保留好！,4194304,,,188095a10002e101,2014/3/18 23:02,0,371312563,明明,1000050064
现实总是给我响亮的耳光让我知道我是谁，i am nobody.,5920,,614,0,,0,,现实总是给我响亮的耳光让我知道我是谁，i&nbsp;am&nbsp;nobody.,4194304,,,188095a10002e101,2014/3/17 1:13,0,371312563,明明,1000050063
"几日不来，你又写了这么多东西在这里啊！
晚上还是要早点睡觉咧！",5847,1394601515,613,0,,0,,几日不来，你又写了这么多东西在这里啊！\u003Cbr  \/>晚上还是要早点睡觉咧！,32,确实，最近又在透支青春了，罪过罪过~,明明,98d595840840a201,2014/3/12 8:54,0,376976240,骑行小蜗游,1000050062
能用钱解决的问题就不是问题，问题就是钱不能解决所有问题。,5914,,612,0,,0,,能用钱解决的问题就不是问题，问题就是钱不能解决所有问题。,4194304,,,188095a10002e101,2014/3/12 2:03,0,371312563,明明,1000050061
常常为东风扰了心思，哭哭闹闹又有何不好？,5930,,611,0,,0,,常常为东风扰了心思，哭哭闹闹又有何不好？,4194304,,,188095a10002e101,2014/3/11 20:09,0,371312563,明明,1000050060
总是坚持着自己的所谓原则，别人背地里也一定偷笑，一直相信态度决定一切，别人不怎么看重的事为什么我总是那样在乎，并且还要一直坚信！,5842,,610,0,,0,,总是坚持着自己的所谓原则，别人背地里也一定偷笑，一直相信态度决定一切，别人不怎么看重的事为什么我总是那样在乎，并且还要一直坚信！,4194304,,,188095a10002e101,2014/3/11 9:11,0,371312563,明明,1000050059
妇女节快乐...@生命中几个重要的女人,5936,,609,0,,0,,妇女节快乐...@生命中几个重要的女人,4194304,,,188095a10002e101,2014/3/8 23:46,0,371312563,明明,1000050057
拔牙的时候别打电话叫我带两千块去赎你[em]e141[\/em],5922,,608,0,,0,,拔牙的时候别打电话叫我带两千块去赎你\u003Cimg src=\u0022\/qzone\/em\/e141.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d095a00042c101,2014/3/6 10:14,0,524254567,牛,1000050056
刚刚百度了一下...智齿还必须等到不疼的时候才能去拔，也就是所谓的好了伤疤看你还记不记得疼。对于生活中可能存在的威胁，我是一定会去解决的，在这里先说一句，等好了拔了智齿再来回一条！,5793,,607,0,,0,,刚刚百度了一下...智齿还必须等到不疼的时候才能去拔，也就是所谓的好了伤疤看你还记不记得疼。对于生活中可能存在的威胁，我是一定会去解决的，在这里先说一句，等好了拔了智齿再来回一条！,4194304,,,188095a10002e101,2014/3/6 1:23,0,371312563,明明,1000050055
一直不喜欢锋芒毕露，但每次一见这样的“优秀的”人都会冒出莫名的危机感，做事那么有条理，考虑问题那么周全，今天这里出差，明天那里出差...虽然感觉很厉害的样子，但总也庆幸自己还没有变成那样。,5670,1393943612,606,0,,0,,一直不喜欢锋芒毕露，但每次一见这样的“优秀的”人都会冒出莫名的危机感，做事那么有条理，考虑问题那么周全，今天这里出差，明天那里出差...虽然感觉很厉害的样子，但总也庆幸自己还没有变成那样。,4194336,但是，这样的人又总会让我知道自己是多么需要努力，自己还不够好，让自己充满力量，所以还是谢谢他们。,明明,188095a10002e101,2014/3/4 22:32,0,371312563,明明,1000050054
镇静，恐怖分子想要的就是让你们怕。没什么好怕的，接连几天，烧公交，砍人，作为我们蚁民来说，细心观察，这些事情早被淹没在人民群众的汪洋大海之中。最后，愿逝者安息.,5811,,605,0,,0,,镇静，恐怖分子想要的就是让你们怕。没什么好怕的，接连几天，烧公交，砍人，作为我们蚁民来说，细心观察，这些事情早被淹没在人民群众的汪洋大海之中。最后，愿逝者安息.,4194304,,,188095a10002e101,2014/3/2 9:21,0,371312563,明明,1000050052
原来发过一条说说“我总是喜欢装作很忙的样子。”确实转念一想，我真的有那么忙么？以为自己是谁呀？每天这么忙？我因为曾经的“忙”错过了奶奶的生日宴，因为曾经的“忙”错过了与几位亲人的别离。请你知道你真正珍惜的是什么。,5758,,604,0,,0,,原来发过一条说说“我总是喜欢装作很忙的样子。”确实转念一想，我真的有那么忙么？以为自己是谁呀？每天这么忙？我因为曾经的“忙”错过了奶奶的生日宴，因为曾经的“忙”错过了与几位亲人的别离。请你知道你真正珍惜的是什么。,4194304,,,188095a10002e101,2014/2/28 20:33,0,371312563,明明,1000050051
看前面，黑洞洞。定是那贼人巢穴，待俺赶上前去，杀他个干干净呐净！,5906,,603,0,,0,,看前面，黑洞洞。定是那贼人巢穴，待俺赶上前去，杀他个干干净呐净！,4194304,,,188095a10002e101,2014/2/26 23:28,0,371312563,明明,1000050050
等春暖花开[em]e121[\/em],5948,,602,0,,0,,等春暖花开\u003Cimg src=\u0022\/qzone\/em\/e121.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d095a00042c101,2014/2/24 23:12,0,524254567,牛,1000050049
"生活的压力让我们知道了自己是谁。游哥，明天第一天“上班”，加油！@{uin:376976240,nick:小李，小游,who:1}",5868,,601,0,,0,,"生活的压力让我们知道了自己是谁。游哥，明天第一天“上班”，加油！@{uin:376976240,nick:小李，小游,who:1}",4194304,,,188095a10002e101,2014/2/23 23:08,0,371312563,明明,1000050048
无意抢到600楼~,5904,1392702367,600,0,,0,,无意抢到600楼~,32,[em]e104[\/em][em]e104[\/em],明明,98d595840840a201,2014/2/18 11:48,0,376976240,骑行小蜗游,1000050047
good night[em]e166[\/em],5948,,599,0,,0,,good&nbsp;night\u003Cimg src=\u0022\/qzone\/em\/e166.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d095a00042c101,2014/2/17 22:43,0,524254567,牛,1000050046
你来，雨雪霏霏，我来接你；你走，杨柳依依，我不送你。,5812,1392516697,598,0,,0,,你来，雨雪霏霏，我来接你；你走，杨柳依依，我不送你。,4194336,[em]e101[\/em][em]e148[\/em],牛,18d095a00042c101,2014/2/16 10:00,0,524254567,牛,1000050044
你走了，我不送你。你来了，不管冒多大风雨，我都来接你。,5916,,597,0,,0,,你走了，我不送你。你来了，不管冒多大风雨，我都来接你。,4194304,,,188095a10002e101,2014/2/15 13:25,0,371312563,明明,1000050043
将欲取之，必先予之。,5950,,596,0,,0,,将欲取之，必先予之。,4194304,,,188095a10002e101,2014/2/13 14:24,0,371312563,明明,1000050041
兄弟来逛，祝你幸福开心～[em]e104[\/em][em]e116[\/em][em]e116[\/em],5845,1392249723,595,0,,0,,兄弟来逛，祝你幸福开心～\u003Cimg src=\u0022\/qzone\/em\/e104.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>,4194336,谢谢兄弟..咋睡这么晚，放假多注意身体！,明明,18c095800200c101,2014/2/13 2:25,0,1357503363,Gdjdsynx,1000050040
是么,5928,1391985477,594,0,,0,,是么,4194336,所以说珍惜现在...^_^,明明,18d095a00042c101,2014/2/9 18:05,0,524254567,牛,1000050039
人生就像那一场列车旅行，真正能够陪你从起点走到终点的只有自己。每到一站，总会有人先下车，但是别着急，马上又会有人补上的。,5850,,593,0,,0,,人生就像那一场列车旅行，真正能够陪你从起点走到终点的只有自己。每到一站，总会有人先下车，但是别着急，马上又会有人补上的。,4194304,,,188095a10002e101,2014/2/9 9:23,0,371312563,明明,1000050038
就不能有点新动态呀～不然怎么提高亲密度呀～,5851,1391779543,592,0,,0,,就不能有点新动态呀～不然怎么提高亲密度呀～,4194336,傻,牛,18d095a00042c101,2014/2/7 20:28,0,524254567,牛,1000050037
记得当初小时候， 我爱谈天你爱笑。 有一回并肩坐在桃树下， 风在林梢，鸟儿在叫。 不知怎么睡着了， 梦里花落知多少。,5859,,591,0,,0,,记得当初小时候，&nbsp;我爱谈天你爱笑。&nbsp;有一回并肩坐在桃树下，&nbsp;风在林梢，鸟儿在叫。&nbsp;不知怎么睡着了，&nbsp;梦里花落知多少。,4194304,,,188095a10002e101,2014/2/5 10:40,0,371312563,明明,1000050036
年的味道，是亲情的味道。让人感觉，新的一年有奔头，这目的也就达到了...,5901,,590,0,,0,,年的味道，是亲情的味道。让人感觉，新的一年有奔头，这目的也就达到了...,4194304,,,188095a10002e101,2014/2/2 6:11,0,371312563,明明,1000050035
爆竹声中一岁除，春风送暖入屠苏。      除夕，除隙。一笑泯恩仇[em]e121[\/em][em]e121[\/em]现在给躺在床上的我发吃的的照片就是深仇大恨！！！,5837,,589,0,,0,,爆竹声中一岁除，春风送暖入屠苏。&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;除夕，除隙。一笑泯恩仇\u003Cimg src=\u0022\/qzone\/em\/e121.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e121.gif\u0022  \/>\u003Cwbr  \/>现在给躺在床上的我发吃的的照片就是深仇大恨！！！,4194304,,,18d095a00042c101,2014/1/31 0:33,0,524254567,牛,1000050034
牛牛牛牛牛牛牛～～～,5951,,588,0,,0,,牛牛牛牛牛牛牛～～～,4194304,,,18d095a00042c101,2014/1/30 8:37,0,524254567,牛,1000050033
"这世上最不缺是就是弄巧成拙。
when it breaks,just fix it,don\u0027t be scared.",5897,,587,0,,0,,"这世上最不缺是就是弄巧成拙。\u003Cbr  \/>when&nbsp;it&nbsp;breaks,just&nbsp;fix&nbsp;it,don\u0027t&nbsp;be&nbsp;scared.",0,,,188095a10002e101,2014/1/22 17:39,0,371312563,明明,1000050032
好久没有在这里留过言了~貌似最近你心情比较复杂啊~,5855,1390262735,586,0,,0,,好久没有在这里留过言了~貌似最近你心情比较复杂啊~,32,没有啦...只是矫情了些罢了...[em]e106[\/em],明明,98d595840840a201,2014/1/20 22:04,0,376976240,骑行小蜗游,1000050031
"To be a doer,not a talker.",5944,,585,0,,0,,"To&nbsp;be&nbsp;a&nbsp;doer,not&nbsp;a&nbsp;talker.",4194304,,,188095a10002e101,2014/1/16 2:17,0,371312563,明明,1000050030
活着就该有点追求...,5951,,584,0,,0,,活着就该有点追求...,4194304,,,188095a10002e101,2014/1/14 15:38,0,371312563,明明,1000050029
有么,5864,1389404438,583,0,,0,,有么,4194336,哦...傻,牛,18d095a00042c101,2014/1/11 9:30,0,524254567,牛,1000050028
有隙,5966,,582,0,,0,,有隙,4194304,,,188095a10002e101,2014/1/10 11:16,0,371312563,明明,1000050027
该干嘛干嘛，不矫情。,5950,,581,0,,0,,该干嘛干嘛，不矫情。,4194304,,,188095a10002e101,2014/1/8 23:40,0,371312563,明明,1000050026
沙似的流年...,5957,,580,0,,0,,沙似的流年...,0,,,188095a10002e101,2014/1/7 19:13,0,371312563,明明,1000050025
考研的人，好好加油！我在这里为你们祝福！,5930,,579,0,,0,,考研的人，好好加油！我在这里为你们祝福！,4194304,,,188095a10002e101,2014/1/4 8:30,0,371312563,明明,1000050023
用爱的名义来伤害你，无耻...,5943,,578,0,,0,,用爱的名义来伤害你，无耻...,4194304,,,188095a10002e101,2014/1/3 13:29,0,371312563,明明,1000050022
我为你歌唱,5960,,577,0,,0,,我为你歌唱,4194304,,,188095a10002e101,2014/1/3 11:01,0,371312563,明明,1000050021
伤害了我爱的人，却又无法为她擦拭伤口...,5931,,576,0,,0,,伤害了我爱的人，却又无法为她擦拭伤口...,4194304,,,188095a10002e101,2014/1/3 1:31,0,371312563,明明,1000050020
虚者实之，实着虚之，虚实之间，方为道。,5932,,575,0,,0,,虚者实之，实着虚之，虚实之间，方为道。,0,,,188095a10002e101,2013/12/24 0:06,0,371312563,明明,1000050019
随风潜入夜，润物细无声。,5946,,574,0,,0,,随风潜入夜，润物细无声。,4194304,,,188095a10002e101,2013/12/18 8:15,0,371312563,明明,1000050018
只因在乎，所以心痛.,5951,,573,0,,0,,只因在乎，所以心痛.,4194304,,,188095a10002e101,2013/12/18 0:30,0,371312563,明明,1000050017
东风无力百花残。,5953,,572,0,,0,,东风无力百花残。,4194304,,,18d095a00042c101,2013/12/12 21:20,0,524254567,牛,1000050016
触电的感觉。,5686,1386809242,571,0,,0,,触电的感觉。,4194336,我们俩被电晕在图书馆...[em]e117[\/em],明明,18d095a00042c101,2013/12/12 0:28,0,524254567,牛,1000050015
Life like this.,5956,,570,0,,0,,Life&nbsp;like&nbsp;this.,4194304,,,188095a10002e101,2013/12/9 0:57,0,371312563,明明,1000050014
看吧...晚睡暴露了吧...[em]e148[\/em][em]e148[\/em][em]e148[\/em],5906,,569,0,,0,,看吧...晚睡暴露了吧...\u003Cimg src=\u0022\/qzone\/em\/e148.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e148.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e148.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d095a00042c101,2013/12/3 19:15,0,524254567,牛,1000050013
"for dream,for you...",5951,,568,0,,0,,"for&nbsp;dream,for&nbsp;you...",4194304,,,188095a10002e101,2013/12/3 2:32,0,371312563,明明,1000050012
同样的青春，你们献给了共和国！向你们致敬，你们是最可爱的人！ ——观《朝鲜战争胜利60周年》有感,5878,,567,0,,0,,同样的青春，你们献给了共和国！向你们致敬，你们是最可爱的人！&nbsp;——观《朝鲜战争胜利60周年》有感,4194304,,,188095a10002e101,2013/11/29 0:14,0,371312563,明明,1000050011
知道啦～我是牛牛...牛牛牛[em]e106[\/em][em]e106[\/em][em]e106[\/em],5903,,566,0,,0,,知道啦～我是牛牛...牛牛牛\u003Cimg src=\u0022\/qzone\/em\/e106.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e106.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e106.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d095a00042c101,2013/11/28 20:21,0,524254567,牛,1000050010
此丫头非彼鸭头，头上焉有桂花油...,5938,,565,0,,0,,此丫头非彼鸭头，头上焉有桂花油...,4194304,,,188095a10002e101,2013/11/28 16:49,0,371312563,明明,1000050009
随风潜入夜，润物细无声...,5946,,564,0,,0,,随风潜入夜，润物细无声...,4194304,,,188095a10002e101,2013/11/27 13:38,0,371312563,明明,1000050008
主席卖萌求不下雨..和你的小伙伴们一边儿玩去～[em]e145[\/em],5469,1385473910,563,0,,0,,主席卖萌求不下雨..和你的小伙伴们一边儿玩去～\u003Cimg src=\u0022\/qzone\/em\/e145.gif\u0022  \/>\u003Cwbr  \/>,4194336,"@{uin:371312563,nick: ~,who:1} 真的不来找我了？～[em]e154[\/em][em]e149[\/em][em]e150[\/em]",牛,18d095a00042c101,2013/11/26 18:42,0,524254567,牛,1000050007
寻芳不觉醉流霞，倚树沉眠日已斜。   客散酒醒深夜后，更持红烛赏残花。,5856,1385399815,562,0,,0,,寻芳不觉醉流霞，倚树沉眠日已斜。&nbsp;&nbsp;&nbsp;客散酒醒深夜后，更持红烛赏残花。,4194336,素腕秉烛，红袖添香...美！,明明,18d095a00042c101,2013/11/25 15:35,0,524254567,牛,1000050006
"去年今日此门中,人面桃花相映红。人面只今何处去？空留桃花笑春风。",5908,,561,0,,0,,"去年今日此门中,人面桃花相映红。人面只今何处去？空留桃花笑春风。",4194304,,,188095a10002e101,2013/11/25 14:18,0,371312563,明明,1000050005
江畔何人初见月？江月何年初照人？ 人生代代无穷已，江月年年望相似。,5906,,560,0,,0,,江畔何人初见月？江月何年初照人？&nbsp;人生代代无穷已，江月年年望相似。,4194304,,,188095a10002e101,2013/11/25 1:18,0,371312563,明明,1000050004
[em]e148[\/em]原来都在这里矫情了～,5902,1385282774,559,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e148.gif\u0022  \/>\u003Cwbr  \/>原来都在这里矫情了～,4194336,[em]e106[\/em],明明,18d095a00042c101,2013/11/24 11:59,0,524254567,牛,1000050003
今天将是个特殊的日子，11.22...1生1世2到永远...[em]e104[\/em],5912,,558,0,,0,,今天将是个特殊的日子，11.22...1生1世2到永远...\u003Cimg src=\u0022\/qzone\/em\/e104.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,188095a10002e101,2013/11/23 1:05,0,371312563,明明,1000050002
虎贲勇士，慨当以慷！ 七十四军，劈尖斩浪！,5930,,557,0,,0,,虎贲勇士，慨当以慷！&nbsp;七十四军，劈尖斩浪！,4194304,,,188095a10002e101,2013/11/16 20:08,0,371312563,明明,1000050001
谁为你收好了那件未穿的嫁衣...,5942,,556,0,,0,,谁为你收好了那件未穿的嫁衣...,0,,,188095a10002e101,2013/11/15 0:30,0,371312563,明明,1000050000
不希望你因为我哭...,5952,,555,0,,0,,不希望你因为我哭...,4194304,,,188095a10002e101,2013/11/9 1:52,0,371312563,明明,557
如果你的离开让你感到解脱，那么我只能感到遗憾.,5926,,554,0,,0,,如果你的离开让你感到解脱，那么我只能感到遗憾.,4194304,,,188095a10002e101,2013/10/21 8:04,0,371312563,明明,556
这段时间过得怎么样？我天天复习，似乎却又迷失了方向。。过来找一下我曾经留过的言，寻回一点动力！,5786,1380470204,553,0,,0,,这段时间过得怎么样？我天天复习，似乎却又迷失了方向。。过来找一下我曾经留过的言，寻回一点动力！,32,嗯嗯，游哥，你没有迷失方向！你有明确的目标！并且你正在为此奋斗！,明明,98d595840840a201,2013/9/29 21:13,0,376976240,骑行小蜗游,555
脚踏实地！,5961,,552,0,,0,,脚踏实地！,0,,,188095a10002e101,2013/9/28 1:43,0,371312563,明明,554
充满力量~~第二次写作业到这个时候（虽然12点才开始写）~~开心~~,5911,,551,0,,0,,充满力量~~第二次写作业到这个时候（虽然12点才开始写）~~开心~~,0,,,188095a10002e101,2013/9/26 2:29,0,371312563,明明,553
生日快乐！,5867,1379838221,550,0,,0,,生日快乐！,1056,谢谢游哥啊，现在难得有人给我留言了[em]e127[\/em]好好加油！祝你成功！,明明,98d595840840a201,2013/9/22 8:51,0,376976240,骑行小蜗游,552
"明天考计算机三级了，今天做题目正确率平均45%，都不知道哪里来的自信...[em]e140[\/em]，游哥，好好加油准备，if you want something,work for it!",5834,,549,0,,0,,"明天考计算机三级了，今天做题目正确率平均45%，都不知道哪里来的自信...\u003Cimg src=\u0022\/qzone\/em\/e140.gif\u0022  \/>\u003Cwbr  \/>，游哥，好好加油准备，if&nbsp;you&nbsp;want&nbsp;something,work&nbsp;for&nbsp;it!",4194304,,,188095a10002e101,2013/9/20 21:14,0,371312563,明明,551
O(∩_∩)O~~,5960,,548,0,,0,,O(∩_∩)O~~,4194304,,,188095a10002e101,2013/9/17 9:39,0,371312563,明明,550
"无人诉说苦楚
人生本苦短
何必自相怜",5935,,547,0,,0,,无人诉说苦楚\u003Cbr  \/>人生本苦短\u003Cbr  \/>何必自相怜,0,,,188095a10002e101,2013/9/16 2:10,0,371312563,明明,549
为你悲伤，为你流泪，而你却无所谓。 大丈夫志在四方...,5919,,546,0,,0,,为你悲伤，为你流泪，而你却无所谓。&nbsp;大丈夫志在四方...,4194304,,,188095a10002e101,2013/9/15 8:39,0,371312563,明明,548
道一声珍重，回去的路上照顾好自己。,5937,,545,0,,0,,道一声珍重，回去的路上照顾好自己。,4194304,,,188095a10002e101,2013/9/15 0:20,0,371312563,明明,547
王菲李亚鹏离婚了，两人表示从恋爱到结婚经济一直独立...这不离我都不信啊[em]e127[\/em]还是那句话:找一个爱你的人比找一个你爱的人更容易！晚安！,5834,,544,0,,0,,王菲李亚鹏离婚了，两人表示从恋爱到结婚经济一直独立...这不离我都不信啊\u003Cimg src=\u0022\/qzone\/em\/e127.gif\u0022  \/>\u003Cwbr  \/>还是那句话:找一个爱你的人比找一个你爱的人更容易！晚安！,4194304,,,188095a10002e101,2013/9/13 22:16,0,371312563,明明,546
生活就是一个大局，在这里没有局外人。,5935,,543,0,,0,,生活就是一个大局，在这里没有局外人。,4194304,,,188095a10002e101,2013/9/12 16:13,0,371312563,明明,545
未来的主动权掌握在话语权里,5945,,542,0,,0,,未来的主动权掌握在话语权里,0,,,188095a10002e101,2013/9/8 2:39,0,371312563,明明,544
为什么我就写不出那样的文章呢？,5941,,541,0,,0,,为什么我就写不出那样的文章呢？,0,,,188095a10002e101,2013/8/25 21:32,0,371312563,明明,543
"网络就是一个公共厕所，什么脏东西都可以往里面扔
然后用水一冲，没有人会在意你刚才拉了什么。",5881,,540,0,,0,,网络就是一个公共厕所，什么脏东西都可以往里面扔\u003Cbr  \/>然后用水一冲，没有人会在意你刚才拉了什么。,0,,,188095a10002e101,2013/8/24 0:31,0,371312563,明明,542
谢谢你总是让我伤心,5953,,539,0,,0,,谢谢你总是让我伤心,0,,,188095a10002e101,2013/8/17 0:38,0,371312563,明明,541
即便梦想是远方，我愿把你放心上。,5939,,538,0,,0,,即便梦想是远方，我愿把你放心上。,0,,,188095a10002e101,2013/8/13 21:09,0,371312563,明明,540
大概什么时候回来？,5904,1375784414,537,0,,0,,大概什么时候回来？,32,9号左右..,明明,98d595840840a201,2013/8/6 17:31,0,376976240,骑行小蜗游,539
马上出发了,5961,,536,0,,0,,马上出发了,4194304,,,188095a10002e101,2013/7/24 23:57,0,371312563,明明,538
累了，倦了，终于，我失去了你，在那茫茫人海里。,5925,,535,0,,0,,累了，倦了，终于，我失去了你，在那茫茫人海里。,4194304,,,188095a10002e101,2013/7/14 0:51,0,371312563,明明,537
"我就是我，不以物喜，不以己悲还真做不到.
有时候把自己的情绪正常表达也许很好吧，表妹说我太严肃会怕我，我语塞...
还是有时候不要活得太累，做最真的自己！就行了...",5814,,534,0,,0,,我就是我，不以物喜，不以己悲还真做不到.\u003Cbr  \/>有时候把自己的情绪正常表达也许很好吧，表妹说我太严肃会怕我，我语塞...\u003Cbr  \/>还是有时候不要活得太累，做最真的自己！就行了...,0,,,188095a10002e101,2013/7/13 1:46,0,371312563,明明,536
漫漫长河无处寂寥。,5953,,533,0,,0,,漫漫长河无处寂寥。,0,,,188095a10002e101,2013/7/4 14:27,0,371312563,明明,535
蒋与宋的爱情何尝不是让人羡慕呢？在家是爱人，出门是战友...,5914,,532,0,,0,,蒋与宋的爱情何尝不是让人羡慕呢？在家是爱人，出门是战友...,0,,,188095a10002e101,2013/7/2 19:17,0,371312563,明明,534
"想带你去离天空最近的地方看星星
让它们见证我们在一起
任天空炙热
任大海多情
爱你，千千万万遍.
                                  ——又想多了~~",5826,,531,0,,0,,想带你去离天空最近的地方看星星\u003Cbr  \/>让它们见证我们在一起\u003Cbr  \/>任天空炙热\u003Cbr  \/>任大海多情\u003Cbr  \/>爱你，千千万万遍.\u003Cbr  \/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;——又想多了~~,0,,,188095a10002e101,2013/7/1 2:03,0,371312563,明明,533
我简直就是很简单...,5952,,530,0,,0,,我简直就是很简单...,0,,,188095a10002e101,2013/6/29 0:37,0,371312563,明明,532
一场闹剧，由于几条谣言，和几个唯恐天下不乱的人，这就是生活，可笑？可悲！,5899,,529,0,,0,,一场闹剧，由于几条谣言，和几个唯恐天下不乱的人，这就是生活，可笑？可悲！,0,,,188095a10002e101,2013/6/28 11:28,0,371312563,明明,531
留个言，刷个屏，一切安好。考试加油~,5817,1372434072,528,0,,0,,留个言，刷个屏，一切安好。考试加油~,32,我们从一号考到十号~,骑行小蜗游,98d595840840a201,2013/6/26 13:11,0,376976240,骑行小蜗游,530
月上柳梢头，人约黄昏后.,5948,,527,0,,0,,月上柳梢头，人约黄昏后.,0,,,188095a10002e101,2013/6/26 7:46,0,371312563,明明,529
好久好久没进你空间了，看你的留言有一种明亮的感觉，就算不能照亮要走的路，也会给心里平添一抹温暖。不知道算不算触碰隐私，哈哈。离开了你们，越来越远的距离，越来越多的珍贵。,5677,1372211022,526,0,,0,,好久好久没进你空间了，看你的留言有一种明亮的感觉，就算不能照亮要走的路，也会给心里平添一抹温暖。不知道算不算触碰隐私，哈哈。离开了你们，越来越远的距离，越来越多的珍贵。,4194336,我也是,南南,98d595a00000e101,2013/6/26 1:22,0,630351518,南南,528
雅礼=压力  大学和高中，真是天壤之别，这可怜的文化认同感要我去哪儿寻觅？我不叹息昨天，只愿珍惜明天！,5872,,525,0,,0,,雅礼=压力&nbsp;&nbsp;大学和高中，真是天壤之别，这可怜的文化认同感要我去哪儿寻觅？我不叹息昨天，只愿珍惜明天！,0,,,188095a10002e101,2013/6/25 0:33,0,371312563,明明,527
看着微博空间里面一条条找校长装空调的消息就觉得搞笑，校长能看见吗？学生和校长之间有沟通渠道可言吗？呵呵，啥也不说了吧...不多说了，起码把综教一楼全装上空调，让我们有一个自习的地方吧...,5789,,524,0,,0,,看着微博空间里面一条条找校长装空调的消息就觉得搞笑，校长能看见吗？学生和校长之间有沟通渠道可言吗？呵呵，啥也不说了吧...不多说了，起码把综教一楼全装上空调，让我们有一个自习的地方吧...,0,,,188095a10002e101,2013/6/21 14:51,0,371312563,明明,526
"她一定是穿一袭碎花裙
蹬着粉色自行车
甜美的笑容透过飘逸的长发后还是那样沁人
               —没事 YY一下",5868,,523,0,,0,,她一定是穿一袭碎花裙\u003Cbr  \/>蹬着粉色自行车\u003Cbr  \/>甜美的笑容透过飘逸的长发后还是那样沁人\u003Cbr  \/>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;—没事&nbsp;YY一下,0,,,188095a10002e101,2013/6/21 0:36,0,371312563,明明,525
"今日坚持完成了《穆斯林的葬礼》.与其说是一部悲剧，我更愿意称其为一部奇迹。
这就是爱，当两颗心经过长途跋涉终于走到了一起，这便是全部。
昨日经行大托敬老院，偶记起儿时之铁路，每每看到有火车满载而过时还会对之招手。
因为我知道，它可以带我去到天涯海角。",5722,,522,0,,0,,今日坚持完成了《穆斯林的葬礼》.与其说是一部悲剧，我更愿意称其为一部奇迹。\u003Cbr  \/>这就是爱，当两颗心经过长途跋涉终于走到了一起，这便是全部。\u003Cbr  \/>昨日经行大托敬老院，偶记起儿时之铁路，每每看到有火车满载而过时还会对之招手。\u003Cbr  \/>因为我知道，它可以带我去到天涯海角。,0,,,188095a10002e101,2013/6/18 22:26,0,371312563,明明,524
国足又输了，5-1泰国，情理之外，意料之中。中国足球要么就完全行政化，要么完全市场化，别xx这不伦不类的，发展个足球还要靠主席？,5848,,521,0,,0,,国足又输了，5-1泰国，情理之外，意料之中。中国足球要么就完全行政化，要么完全市场化，别xx这不伦不类的，发展个足球还要靠主席？,0,,,188095a10002e101,2013/6/16 1:56,0,371312563,明明,523
5 20 这一楼一定要留到，留到！,5942,,520,0,,0,,5&nbsp;20&nbsp;这一楼一定要留到，留到！,0,,,188095a10002e101,2013/6/11 1:16,0,371312563,明明,522
侬今葬花人笑痴，他年葬侬只是谁。,5939,,519,0,,0,,侬今葬花人笑痴，他年葬侬只是谁。,0,,,188095a10002e101,2013/6/11 1:15,0,371312563,明明,521
