nickname,ubbContent,capacity,time,pubtime,floor,type,pasterid,secret,signature,htmlContent,effect,content,nick,bmp,modifytime,uin,id
木~子~,路过啊,5959,,2013/12/1 11:13,1004,0,,0,,路过啊,1024,,,18d015800002c101,0,1655572187,1000050003
ZHIZHI,晚安，斯斯,5957,,2013/11/15 22:13,1003,0,,0,,晚安，斯斯,4194304,,,8.85E+112,0,1277158716,1000050002
ZHIZHI,[em]e178[\/em][em]e163[\/em],5941,,2013/11/15 22:13,1002,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e178.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,8.85E+112,0,1277158716,1000050001
ZHIZHI,嘿嘿，我明天来交院玩，你在学校还是在家啊,5927,,2013/11/15 22:12,1001,0,,0,,嘿嘿，我明天来交院玩，你在学校还是在家啊,4194304,,,8.85E+112,0,1277158716,1000050000
巴黎左岸 ,搞定,5960,,2013/10/16 18:14,1000,0,,0,,搞定,4194304,,,18d18de0020ec201,0,1373871956,1131
巴黎左岸 ,我们老师晚上把我们调出来上课，并且把灯关了！玩手机的全部暴露。,5902,,2013/10/16 18:14,999,0,,0,,我们老师晚上把我们调出来上课，并且把灯关了！玩手机的全部暴露。,4194304,,,18d18de0020ec201,0,1373871956,1130
巴黎左岸 ,[em]e112[\/em][em]e117[\/em][em]e116[\/em][em]e118[\/em][em]e112[\/em][em]e112[\/em],5886,,2013/10/16 18:13,998,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1129
巴黎左岸 ,[em]e119[\/em][em]e116[\/em][em]e117[\/em][em]e117[\/em][em]e119[\/em][em]e112[\/em],5886,,2013/10/16 18:12,997,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1128
巴黎左岸 ,[em]e112[\/em][em]e109[\/em][em]e116[\/em][em]e116[\/em][em]e109[\/em][em]e110[\/em][em]e112[\/em],5873,,2013/10/16 18:12,996,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1127
巴黎左岸 ,[em]e119[\/em][em]e109[\/em][em]e112[\/em][em]e113[\/em][em]e116[\/em][em]e118[\/em],5886,,2013/10/16 18:12,995,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1126
巴黎左岸 ,[em]e119[\/em][em]e116[\/em][em]e118[\/em][em]e112[\/em][em]e115[\/em][em]e109[\/em][em]e112[\/em],5873,,2013/10/16 18:12,994,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1125
巴黎左岸 ,[em]e119[\/em][em]e109[\/em][em]e110[\/em][em]e112[\/em][em]e112[\/em][em]e118[\/em],5886,,2013/10/16 18:12,993,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1124
巴黎左岸 ,[em]e112[\/em][em]e110[\/em][em]e110[\/em][em]e112[\/em][em]e116[\/em][em]e110[\/em][em]e111[\/em][em]e112[\/em],5860,,2013/10/16 18:11,992,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1123
巴黎左岸 ,[em]e138[\/em][em]e140[\/em][em]e144[\/em][em]e144[\/em][em]e146[\/em][em]e144[\/em][em]e136[\/em],5873,,2013/10/16 18:11,991,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e138.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e140.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e144.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e144.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e146.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e144.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e136.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1122
巴黎左岸 ,[em]e111[\/em][em]e112[\/em][em]e109[\/em][em]e118[\/em][em]e118[\/em][em]e117[\/em][em]e105[\/em],5873,,2013/10/16 18:11,990,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e105.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1121
巴黎左岸 ,[em]e113[\/em][em]e110[\/em][em]e113[\/em][em]e109[\/em][em]e109[\/em][em]e117[\/em],5886,,2013/10/16 18:11,989,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e113.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1120
巴黎左岸 ,[em]e111[\/em][em]e111[\/em][em]e111[\/em][em]e111[\/em][em]e111[\/em][em]e111[\/em],5886,,2013/10/16 18:11,988,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1119
巴黎左岸 ,我们自考没有假啊,5948,,2013/10/16 18:11,987,0,,0,,我们自考没有假啊,4194304,,,18d18de0020ec201,0,1373871956,1118
巴黎左岸 ,[em]e130[\/em][em]e139[\/em][em]e130[\/em][em]e131[\/em][em]e130[\/em][em]e130[\/em][em]e130[\/em][em]e130[\/em],5860,,2013/10/16 18:10,986,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e130.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e139.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e130.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e131.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e130.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e130.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e130.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e130.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1117
巴黎左岸 ,[em]e162[\/em][em]e162[\/em][em]e162[\/em][em]e162[\/em][em]e162[\/em],5899,,2013/10/16 18:10,985,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1116
巴黎左岸 ,[em]e169[\/em][em]e173[\/em][em]e163[\/em][em]e163[\/em][em]e162[\/em][em]e172[\/em][em]e171[\/em][em]e170[\/em][em]e162[\/em][em]e162[\/em][em]e162[\/em][em]e162[\/em],5808,,2013/10/16 18:10,984,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e169.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e173.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e172.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e171.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e170.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e162.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1115
巴黎左岸 ,[em]e193[\/em][em]e191[\/em][em]e194[\/em][em]e197[\/em][em]e191[\/em][em]e196[\/em][em]e190[\/em][em]e190[\/em][em]e192[\/em][em]e190[\/em][em]e191[\/em],5821,,2013/10/16 18:10,983,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e193.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e191.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e194.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e197.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e191.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e196.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e190.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e190.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e192.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e190.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e191.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1114
巴黎左岸 ,[em]e111[\/em][em]e111[\/em][em]e116[\/em][em]e119[\/em][em]e118[\/em][em]e110[\/em][em]e131[\/em][em]e144[\/em][em]e144[\/em][em]e146[\/em],5834,,2013/10/16 18:10,982,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e118.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e131.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e144.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e144.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e146.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1113
巴黎左岸 ,[em]e116[\/em][em]e119[\/em][em]e119[\/em][em]e117[\/em][em]e117[\/em][em]e120[\/em],5886,,2013/10/16 18:09,981,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e120.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1112
巴黎左岸 ,[em]e109[\/em][em]e120[\/em][em]e116[\/em][em]e117[\/em][em]e119[\/em][em]e112[\/em][em]e115[\/em],5873,,2013/10/16 18:09,980,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e120.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1111
巴黎左岸 ,[em]e117[\/em][em]e111[\/em][em]e146[\/em][em]e139[\/em][em]e137[\/em][em]e144[\/em][em]e146[\/em],5873,,2013/10/16 18:09,979,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e146.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e139.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e137.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e144.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e146.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1110
巴黎左岸 ,[em]e117[\/em][em]e119[\/em][em]e116[\/em][em]e109[\/em][em]e111[\/em][em]e124[\/em][em]e115[\/em][em]e111[\/em],5860,,2013/10/16 18:09,978,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e119.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e109.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e124.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1109
巴黎左岸 ,[em]e112[\/em][em]e117[\/em][em]e115[\/em][em]e115[\/em][em]e108[\/em][em]e102[\/em][em]e124[\/em],5873,,2013/10/16 18:09,977,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e108.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e124.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1108
巴黎左岸 ,[em]e164[\/em][em]e172[\/em][em]e178[\/em][em]e170[\/em][em]e200[\/em][em]e199[\/em][em]e197[\/em][em]e191[\/em],5860,,2013/10/16 18:08,976,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e164.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e172.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e178.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e170.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e200.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e199.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e197.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e191.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1107
巴黎左岸 ,[em]e117[\/em][em]e116[\/em][em]e116[\/em][em]e108[\/em][em]e146[\/em][em]e150[\/em][em]e137[\/em],5873,,2013/10/16 18:08,975,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e108.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e146.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e150.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e137.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1106
巴黎左岸 ,[em]e163[\/em][em]e170[\/em][em]e171[\/em][em]e166[\/em][em]e167[\/em][em]e170[\/em][em]e170[\/em][em]e163[\/em],5860,,2013/10/16 18:08,974,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e170.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e171.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e166.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e167.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e170.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e170.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e163.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1105
巴黎左岸 ,[em]e116[\/em][em]e112[\/em][em]e115[\/em][em]e112[\/em][em]e126[\/em][em]e112[\/em],5886,,2013/10/16 18:08,973,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e116.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e115.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e126.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1104
巴黎左岸 ,[em]e102[\/em][em]e124[\/em][em]e112[\/em][em]e112[\/em][em]e117[\/em],5899,,2013/10/16 18:08,972,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e124.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e112.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1103
巴黎左岸 ,无聊啊,5958,,2013/10/16 18:07,971,0,,0,,无聊啊,4194304,,,18d18de0020ec201,0,1373871956,1102
巴黎左岸 ,[em]e110[\/em][em]e111[\/em][em]e108[\/em][em]e124[\/em][em]e123[\/em][em]e117[\/em],5886,,2013/10/16 18:07,970,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e110.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e111.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e108.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e124.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e123.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e117.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1101
巴黎左岸 ,[em]e102[\/em][em]e102[\/em][em]e102[\/em],5925,,2013/10/16 18:07,969,0,,0,,\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>\u003Cimg src=\u0022\/qzone\/em\/e102.gif\u0022  \/>\u003Cwbr  \/>,4194304,,,18d18de0020ec201,0,1373871956,1100
巴黎左岸 ,跟你刷到1000,5920,1381918083,2013/10/16 18:07,968,0,,0,,跟你刷到1000,4194336,那你慢慢刷啊,梁斯斯,18d18de0020ec201,0,1373871956,1099
巴黎左岸 ,你长发及腰的照片还没有销毁掉咯！,5594,1381392561,2013/10/10 15:16,967,0,,0,,你长发及腰的照片还没有销毁掉咯！,4194336,其实我没什么关系，反正要知道的早就知道了，当然也知道原因了，至于我QQ上没有的人看到了那也没什么事,梁斯斯,18d18de0020ec201,0,1373871956,1098
